Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Monthly_Balance,Credit_Score
65,77177,5473,2,5,19.52,3,22,14,30422,50.69,19,29788,90780,Poor
42,140813,11967,6,8,7.62,2,46,12,54638,79.98,22,21381,97283,Poor
44,124329,10327,2,4,10.65,5,5,15,16920,20.6,6,19849,65511,Good
27,124003,10184,4,5,9.69,4,3,0,47026,84.28,12,22181,21788,Standard
32,128520,11470,5,1,21.14,2,27,3,29712,15.86,8,15937,34793,Standard
42,122876,9966,1,5,22.93,5,55,3,6608,88.4,15,26181,60917,Standard
28,147750,11528,5,2,21.47,0,32,3,21895,61.69,28,6730,48400,Poor
31,115466,9220,6,8,20.24,3,46,3,20223,63.24,11,26842,19058,Poor
28,131227,10348,4,7,20.38,0,15,15,44737,30.81,6,2792,35867,Standard
44,113742,10023,4,6,17.59,1,9,13,29908,17.42,14,13546,54648,Good
50,144759,12808,5,6,23.87,3,9,0,67809,89.93,3,11085,42262,Poor
46,148705,12973,2,7,6.23,0,42,4,75308,10.2,21,23375,87554,Standard
54,147488,11895,4,7,22.72,5,35,9,41116,86.83,1,27099,37671,Poor
54,100006,9218,2,7,13.92,1,56,14,45252,84.89,26,21258,54019,Poor
33,135471,10906,1,1,15.75,3,46,4,68219,94.27,10,7003,13166,Poor
53,92323,7332,5,6,20.14,1,1,0,70770,58.33,8,27270,40838,Standard
48,149362,12480,1,1,21.83,2,40,11,16228,9.3,21,4087,59816,Good
40,95030,8428,1,8,11.78,1,51,7,45919,31.93,22,25715,94697,Standard
57,108137,8297,6,7,15.39,1,6,10,67692,57.41,27,25511,48352,Standard
50,32843,2036,6,7,21.57,0,5,1,55690,84.97,16,7038,59479,Poor
25,68404,6086,5,7,16.76,4,49,12,34562,57.59,21,13874,58682,Poor
65,142032,12777,4,7,21.48,1,32,4,63539,69.0,5,23085,68264,Poor
54,35474,3378,2,8,14.47,5,10,11,15566,59.14,14,3615,16842,Poor
44,94942,7504,1,3,7.35,2,23,9,38532,48.73,26,4681,19630,Poor
58,75280,5372,3,5,9.31,5,31,0,16033,54.28,3,28522,6856,Poor
47,83068,7095,3,8,23.01,3,30,4,18156,50.43,15,24958,59973,Standard
63,78861,5876,6,6,6.79,4,42,13,50755,25.95,13,11108,71909,Poor
23,145577,12504,4,5,17.92,1,45,0,74972,61.71,25,23180,41481,Poor
56,104562,7966,6,2,8.85,4,34,1,74743,51.96,25,15592,66881,Poor
22,35765,3328,5,3,24.25,2,50,6,32150,79.67,27,29086,76963,Poor
49,31094,3243,5,6,13.04,0,31,0,44558,44.33,14,788,70193,Poor
41,70070,5365,1,2,24.6,4,10,9,18878,21.44,25,2936,21214,Standard
40,144802,11900,6,3,6.18,2,11,0,7667,31.82,4,10487,19672,Standard
47,137048,11083,3,7,23.83,0,3,6,31407,72.69,19,7749,65615,Standard
53,118617,9917,4,2,10.39,2,29,13,8579,48.58,14,20759,31636,Standard
22,55279,4740,5,2,9.93,4,41,4,39926,56.14,15,2749,84335,Poor
53,46667,4491,2,6,15.81,1,50,7,70455,90.74,30,18191,60210,Poor
23,20131,2341,4,5,18.06,1,0,1,63201,29.6,9,27508,90128,Standard
45,66061,6230,6,4,16.7,4,18,1,21157,71.53,19,2291,40405,Poor
26,71813,6414,1,3,19.5,2,56,13,27636,59.94,26,10430,90404,Poor
42,103252,8139,6,8,10.46,5,20,10,27606,46.38,20,10762,3080,Poor
65,37527,3450,1,8,5.09,0,43,5,54154,55.02,23,23045,65091,Poor
46,90533,6710,6,2,15.77,5,28,3,46267,92.48,13,27114,79815,Poor
43,70692,5253,6,1,7.5,2,59,6,58271,5.84,24,648,37848,Poor
64,140769,12182,3,4,6.8,4,40,9,28986,26.08,16,11894,5822,Standard
38,84597,7901,6,4,5.14,5,25,3,36352,56.22,16,5586,73323,Poor
33,106486,9386,5,3,6.31,1,47,2,16702,28.37,19,28032,30879,Good
54,115538,10230,3,4,21.95,0,44,8,73415,84.48,1,13995,85012,Poor
64,143610,12298,1,6,13.65,3,17,3,67933,46.99,12,16949,6697,Poor
35,26155,1748,4,8,11.32,3,12,10,10722,84.21,26,831,97658,Poor
35,148200,12762,4,2,23.34,1,10,10,40737,10.66,21,3169,4653,Standard
51,76616,7038,1,6,21.81,1,6,15,31242,91.29,27,1783,44724,Poor
54,124085,9824,1,8,20.28,5,28,3,11211,92.71,30,1092,50465,Standard
41,136665,12124,6,2,20.65,0,58,14,7181,32.13,21,14150,9623,Good
27,108809,8181,5,1,10.9,3,25,3,53884,25.98,20,25803,87471,Standard
60,21390,1710,4,8,20.9,4,39,3,44514,63.58,22,25655,4404,Poor
50,87792,6988,5,4,7.16,0,38,2,77710,76.05,7,29634,76132,Poor
29,103540,8670,3,6,13.42,5,39,14,24369,26.88,26,1444,8928,Standard
29,60850,5267,4,6,11.22,4,49,4,19321,47.26,20,11236,39150,Poor
44,147175,11280,5,3,6.15,4,52,1,55320,35.94,7,20989,27379,Poor
25,64767,4784,6,8,18.9,3,38,10,75813,55.95,11,20188,40273,Poor
47,63072,4588,1,8,22.52,0,31,7,484,62.49,23,7545,62149,Poor
60,47936,3483,4,6,21.15,3,13,12,24149,79.35,1,11888,2296,Poor
25,66908,4636,5,2,7.85,3,12,11,5754,92.78,7,6482,38237,Poor
32,48697,4871,3,3,11.8,4,15,5,25688,6.93,27,8578,14263,Poor
22,128979,11135,2,7,18.1,0,21,6,39986,46.06,12,26525,49804,Poor
63,42460,4465,5,7,22.57,0,7,4,17143,76.54,7,17450,50570,Standard
65,69054,5405,5,7,24.54,1,58,1,76981,22.02,18,9639,20472,Poor
41,52397,3475,6,5,22.46,4,37,15,27425,70.46,26,15422,87966,Poor
60,28503,1717,5,7,20.03,5,48,11,65350,51.7,6,10545,94387,Poor
44,88875,7828,4,8,14.48,4,25,1,27158,24.76,7,14813,31721,Poor
46,48651,3680,4,7,16.43,2,16,2,17606,72.65,10,14565,69002,Poor
43,50169,4375,1,8,15.25,2,27,14,61282,43.93,12,26362,66213,Poor
41,55785,4431,1,3,13.83,2,41,2,47067,86.13,10,27610,66767,Poor
53,91650,7955,1,5,23.53,0,7,2,47216,8.45,7,10936,26774,Standard
64,63154,4774,3,5,8.81,4,8,8,1118,74.31,10,26945,46433,Poor
46,143969,11827,5,1,14.44,4,48,4,52101,25.48,24,24547,28508,Standard
51,50634,4275,5,8,19.45,3,21,2,41035,81.12,14,25235,92480,Poor
47,47470,3853,4,1,12.49,4,55,4,40051,89.9,1,16377,87356,Poor
43,64541,4839,4,7,18.72,3,48,9,42739,57.83,19,25734,5221,Poor
29,40144,4296,3,7,24.6,1,60,12,8350,53.1,7,15557,15239,Poor
42,94647,8857,4,5,6.86,0,43,5,4202,79.38,20,16010,4517,Standard
32,46083,2982,4,5,9.12,2,42,2,59593,10.17,17,361,23521,Poor
41,132683,11919,4,7,8.14,0,8,13,62685,71.88,13,29608,28063,Standard
29,134091,10595,3,7,21.36,5,30,5,79129,56.76,10,19250,27604,Poor
53,113948,9897,4,5,9.03,1,28,2,52328,59.44,8,17231,44108,Poor
57,135243,11275,4,8,16.52,5,5,9,59809,36.21,27,23319,39987,Standard
46,100350,9048,2,7,9.98,4,46,13,60008,39.62,22,6011,92556,Standard
57,32521,2515,6,1,9.79,1,17,9,8748,67.82,24,29564,29476,Poor
52,73907,6718,5,2,24.91,0,48,3,66112,73.99,11,13438,60105,Poor
31,53130,3851,5,1,14.24,0,40,14,49958,35.93,13,28041,26480,Poor
46,24951,1100,3,2,19.18,1,20,14,63538,46.52,3,17970,87117,Poor
36,113530,10405,4,3,14.42,2,53,5,22359,80.46,20,3293,24230,Poor
39,36272,3116,6,7,8.37,5,48,0,35815,18.81,12,5830,29399,Poor
23,137006,11799,5,4,13.84,0,53,3,51199,67.13,15,1717,79407,Poor
21,26378,2779,4,4,23.58,2,58,7,26212,13.22,14,915,2908,Poor
42,127548,10022,6,2,9.41,0,51,5,21895,8.96,17,3528,43879,Standard
41,93669,8088,2,4,23.69,3,60,13,15834,25.92,4,11684,43384,Standard
32,21965,1653,6,6,5.24,1,29,7,8652,64.22,9,21297,82777,Poor
44,25759,1283,2,7,11.03,4,31,3,70278,76.21,30,27868,75606,Poor
31,53022,5382,1,6,24.63,5,24,4,43522,20.78,25,28965,91128,Poor
41,148191,13092,6,8,6.35,0,38,14,50118,50.99,24,7616,66984,Poor
58,112357,8390,2,1,17.33,0,19,7,56164,73.15,20,2601,8854,Poor
29,69089,5778,3,4,8.03,1,41,1,31203,88.11,20,14540,97895,Poor
42,37598,2702,3,1,15.42,3,41,9,3105,25.61,24,10855,45922,Standard
36,46976,4018,1,4,21.03,5,46,7,79700,83.54,17,10539,25057,Poor
49,102546,7557,1,8,6.4,1,3,4,26767,16.3,6,19419,72938,Standard
34,50973,4286,1,7,19.5,2,10,6,32102,43.16,20,8158,40728,Poor
39,95552,7880,6,4,10.44,3,5,11,52198,38.99,16,14463,56403,Standard
53,99874,8827,4,3,21.39,3,1,12,56019,81.86,25,29702,40351,Standard
59,90411,6846,5,3,10.15,3,19,14,37122,38.76,20,15756,10429,Standard
42,37911,3623,4,4,8.09,1,0,0,65627,70.73,12,16103,54025,Poor
47,143245,11745,6,6,12.68,2,41,2,53580,84.65,30,4078,51439,Poor
57,41281,2837,4,5,20.43,5,22,15,48258,67.68,21,12626,56579,Poor
36,51765,4291,1,6,17.62,5,1,4,34253,59.49,22,4828,34330,Poor
36,98924,8427,6,3,5.25,0,41,12,52122,68.55,29,2632,68965,Poor
33,134819,11100,2,7,10.06,2,32,12,76818,32.72,14,24656,96374,Standard
26,34322,3162,5,6,21.28,2,47,6,52162,67.91,1,5518,65451,Poor
21,32697,1867,6,7,15.5,5,18,13,22365,20.88,6,23070,18607,Poor
33,83762,6352,5,2,14.01,1,11,6,7730,72.49,26,24876,26150,Standard
37,148836,13250,4,8,17.54,4,6,5,10460,31.38,13,4085,37275,Good
25,64846,4463,5,4,14.56,5,48,3,1246,10.5,25,236,88205,Standard
58,123442,9371,1,4,15.45,0,24,8,63691,47.59,11,19804,57289,Poor
42,68599,6112,3,6,21.34,2,42,12,49602,59.97,12,28609,44287,Poor
27,20404,1635,6,7,19.5,1,1,3,69550,30.15,23,24623,33576,Standard
44,79233,6868,6,8,15.3,5,12,0,42229,6.5,12,28620,6997,Poor
41,108857,8980,2,8,13.0,4,50,2,45656,43.51,30,15601,87289,Poor
65,138646,10758,6,7,10.88,1,45,4,68164,83.86,26,28075,94934,Poor
53,24160,1274,4,2,11.03,5,35,14,22027,85.68,4,15799,87853,Poor
55,51575,3795,2,3,20.07,5,44,2,13824,44.14,23,957,22002,Poor
41,138311,11310,3,4,19.38,5,30,3,17793,88.05,21,23770,65482,Standard
26,124273,10772,3,4,23.64,4,4,10,49415,86.92,24,24117,96030,Standard
45,105710,9124,5,7,21.17,1,16,3,38138,12.89,3,11148,98069,Standard
58,142842,11288,6,2,16.46,1,54,10,49832,56.92,1,10184,9111,Poor
58,90202,6904,4,7,11.39,2,51,4,68124,64.74,19,7279,14970,Poor
46,21204,1869,4,6,7.89,2,53,7,65514,66.2,5,19708,38144,Poor
30,117918,10188,6,1,16.98,2,32,3,35841,94.72,23,18807,63689,Poor
61,128617,10159,4,5,19.08,3,3,10,20014,79.51,7,27789,97030,Poor
35,111803,9822,1,3,22.14,5,25,9,20865,94.2,18,12854,45225,Poor
48,108853,9040,3,7,12.82,4,46,9,37010,67.67,7,22973,72828,Poor
46,32755,1997,3,1,22.0,5,19,14,21455,56.94,15,22805,64234,Poor
39,137600,10762,2,4,21.09,1,47,0,47477,70.34,19,3340,89908,Poor
30,69355,6725,4,3,23.52,0,22,15,23544,90.06,4,16889,86209,Poor
42,97777,8036,2,7,9.9,0,15,12,64045,32.24,20,5652,86563,Standard
45,121692,10557,6,2,20.55,5,24,8,58342,38.06,4,3821,11831,Poor
28,84122,7323,6,4,5.46,4,36,15,35877,67.44,4,26029,78709,Poor
32,70326,5851,6,7,10.97,1,6,10,8322,69.24,28,26057,71452,Standard
32,73127,6757,6,1,12.88,4,50,15,8379,51.7,19,17661,94552,Poor
62,36264,3565,2,2,8.61,4,44,5,697,54.92,26,10298,17127,Poor
23,36884,3250,2,3,6.76,2,54,1,11090,93.19,17,9783,48652,Poor
55,42492,3407,6,1,9.97,0,60,9,70005,45.04,19,16070,92108,Poor
41,88506,8240,3,4,18.76,5,52,1,31077,8.31,5,9820,29208,Poor
29,98924,8373,2,6,10.55,5,39,13,9746,54.49,9,12510,86166,Poor
31,72436,5970,1,5,18.53,5,9,6,9248,61.66,9,20746,92331,Poor
62,45248,4233,3,3,13.39,1,20,13,49668,7.33,20,8110,11161,Poor
38,36334,3115,1,7,6.32,5,5,11,43714,75.03,5,28470,30591,Poor
38,21292,974,4,4,12.57,0,50,3,23033,52.38,29,10045,78178,Poor
52,32522,2793,3,5,16.03,4,6,1,22380,33.62,25,12765,24681,Standard
43,125655,10989,6,7,14.54,1,16,0,67314,69.19,22,4140,19700,Poor
45,94391,8371,3,1,23.37,5,23,7,79783,42.64,15,5999,58535,Poor
43,124656,10347,5,5,10.52,3,33,7,40001,62.21,3,10015,54282,Poor
41,130788,10083,6,2,6.53,1,60,2,21641,56.78,3,24360,38467,Poor
56,141843,11829,1,7,18.54,5,8,15,65248,51.35,22,29100,70783,Standard
65,36343,2858,1,4,23.22,5,0,13,70035,72.47,8,24214,87661,Poor
54,109663,9385,1,8,24.29,5,59,7,22913,11.76,27,4368,68329,Standard
43,144843,11174,4,8,12.58,2,7,10,32737,79.86,28,25113,16448,Standard
39,59213,4923,3,5,9.26,5,40,12,28503,88.08,30,21068,68571,Poor
23,142606,11831,5,8,6.15,0,39,14,43063,31.85,4,168,46838,Standard
32,72699,5784,1,2,13.62,1,5,4,53833,16.15,16,226,21398,Standard
63,52785,3861,4,7,12.49,2,27,5,70310,78.04,4,14371,87019,Poor
49,41211,2720,3,7,5.12,5,12,3,24846,30.64,5,12928,56188,Poor
42,138095,10571,2,4,23.97,5,17,3,55193,49.02,16,26208,90356,Poor
29,62583,5753,4,7,7.63,0,50,0,16531,19.0,17,447,90710,Standard
36,26820,2624,3,7,24.53,5,0,13,62939,31.05,16,2707,57223,Standard
36,100951,7724,6,3,9.99,0,55,8,32421,64.97,14,6501,63114,Poor
27,111900,9820,5,3,8.77,4,40,4,30065,15.84,13,1257,36895,Standard
33,141778,11113,4,1,17.33,0,55,1,49853,41.66,10,22942,84009,Poor
35,49068,3777,4,8,6.23,3,41,1,39883,14.9,12,9193,47009,Poor
47,52370,4019,1,3,5.82,0,42,10,27784,30.68,9,29769,80498,Poor
27,76479,5751,3,8,12.27,2,7,3,1790,66.47,25,28245,18079,Standard
42,67260,6123,3,6,9.77,2,13,12,11433,84.85,5,20629,98332,Poor
59,35775,2065,5,4,8.86,3,59,3,9814,89.76,20,11236,40515,Poor
51,149714,13034,2,3,5.88,1,26,8,73445,92.76,29,11993,59783,Poor
61,114021,8741,4,2,14.66,4,59,0,21880,58.92,23,4224,38965,Poor
23,145279,12265,1,4,19.81,3,31,2,21694,44.4,17,12587,74727,Poor
45,72540,6288,3,4,8.68,1,36,6,77609,67.7,29,25907,68213,Poor
50,86036,7618,6,5,11.07,1,18,8,72371,15.72,8,1494,70935,Standard
36,58252,3934,6,3,23.84,2,59,4,35446,83.6,2,21050,33637,Poor
34,90070,6742,1,6,17.65,2,20,2,71994,28.76,5,13380,81148,Standard
39,62550,4329,6,1,21.48,1,46,8,23165,28.04,1,17609,87155,Poor
58,33951,3308,6,7,23.91,2,55,6,57958,24.86,9,6682,77239,Poor
61,125871,11246,4,3,13.92,5,46,13,48318,18.35,16,3070,66006,Standard
32,80213,6062,2,4,16.39,5,11,9,2758,32.91,29,5823,52668,Standard
64,99668,7689,1,3,6.44,1,29,12,13137,70.19,5,23814,99362,Standard
21,99074,7460,4,7,5.41,0,48,1,17324,27.35,3,8770,19695,Standard
61,98595,7243,1,2,15.85,2,54,2,26518,17.53,25,18443,59238,Standard
31,60289,4703,4,3,9.88,4,44,8,71252,16.08,27,1459,14476,Poor
55,58894,4117,5,7,7.84,1,1,7,55985,39.68,12,21474,38597,Standard
35,140807,12533,6,7,18.74,5,52,3,64463,20.26,4,7357,14334,Poor
39,66833,4725,5,6,7.37,0,57,1,79233,18.6,14,17382,44888,Poor
59,43771,4038,4,3,22.86,5,19,9,45663,83.79,9,16359,87734,Poor
44,142274,11399,6,2,20.78,1,49,4,41976,18.3,15,23636,63709,Standard
25,34832,3085,4,5,7.89,2,8,5,50465,36.73,16,13888,64083,Standard
65,147513,12139,5,6,7.76,5,58,7,50224,42.68,16,17653,70962,Poor
52,89792,7580,2,7,6.67,5,26,7,11436,26.17,1,6661,3248,Standard
44,93187,7735,2,2,6.19,2,23,4,38626,46.43,27,27961,73286,Poor
47,51784,3746,2,1,19.94,0,44,4,49474,70.98,23,13916,49717,Poor
24,111934,8544,6,2,14.54,4,55,5,3956,18.22,5,2588,33118,Standard
25,21635,1967,4,3,20.31,3,47,4,69133,67.87,10,15407,54939,Poor
42,78192,7116,6,1,10.74,1,3,1,79190,72.6,17,5254,2424,Poor
46,129141,10628,6,8,16.08,2,58,9,29794,43.13,6,8907,13050,Poor
54,69487,6737,2,4,13.01,0,14,12,24077,79.03,18,19827,11119,Poor
65,81398,6760,3,7,21.55,1,3,11,55603,22.53,4,3420,11198,Standard
44,99061,8849,3,1,9.79,1,34,3,8561,24.07,1,24789,41516,Standard
33,92311,7105,6,1,9.81,0,36,1,73890,93.78,16,1496,7297,Poor
41,32217,3616,3,1,24.61,2,25,6,41218,72.67,24,11660,17976,Poor
65,108432,8235,3,7,22.93,4,6,4,3104,57.85,13,15628,77855,Standard
23,58026,4165,2,8,6.58,5,5,7,28265,77.67,21,4615,95182,Poor
31,146309,12219,5,6,13.95,1,21,9,47227,61.11,14,1311,94423,Poor
64,70807,5389,2,2,24.16,4,40,15,12767,77.43,5,25110,41572,Poor
56,133709,12126,1,8,6.88,2,10,9,21164,11.13,19,11905,47316,Standard
26,29323,1809,6,8,10.16,3,16,14,18408,89.58,19,15999,6189,Poor
44,132591,10636,4,7,22.14,5,8,14,48068,51.12,20,10277,49979,Standard
26,109417,8964,5,8,10.26,5,2,1,32088,67.98,18,260,21258,Standard
27,58097,4610,2,7,22.08,1,24,14,12255,36.4,15,21052,71138,Standard
50,34302,2033,2,2,23.35,3,49,13,26145,41.14,3,10396,45882,Poor
59,83739,6413,6,8,7.29,3,2,4,61599,18.1,7,10491,75475,Standard
23,149474,12687,4,1,23.73,2,50,13,62050,24.21,7,28443,4007,Standard
64,75433,5838,3,3,6.67,0,17,12,10709,31.85,23,14792,56013,Standard
54,48063,4376,3,3,21.61,0,57,13,44829,91.7,10,5391,27031,Poor
43,143462,11813,4,8,15.71,1,44,13,46490,87.13,19,12751,2301,Poor
56,122638,11049,5,4,6.56,5,37,4,42432,64.77,27,24063,98365,Poor
41,21859,1129,4,3,14.99,2,7,13,34446,51.86,1,14763,17478,Poor
61,78894,6882,5,2,5.73,5,12,13,71576,74.69,20,12371,29329,Poor
43,47494,4907,2,1,12.41,2,1,9,40234,50.19,28,4087,92660,Poor
52,105054,8687,4,7,12.03,4,27,10,14860,88.37,15,14037,49905,Standard
32,92450,7922,2,7,12.63,5,44,13,37125,68.19,30,29683,14005,Poor
26,125636,11183,1,2,17.99,4,59,13,13588,49.68,25,20441,72399,Standard
27,103037,8495,5,1,18.35,3,13,7,59589,54.64,4,6408,62548,Poor
28,65955,6477,4,7,23.16,5,45,12,996,89.57,26,7337,67527,Poor
39,55076,5390,6,5,11.15,3,43,7,544,86.02,14,1070,3035,Poor
22,40103,3959,3,6,11.7,4,27,7,72841,92.61,7,20193,85467,Poor
46,128599,9821,5,7,7.58,5,24,5,52837,86.38,17,5191,58331,Poor
35,33051,3208,2,2,17.63,3,53,8,72470,19.31,11,6676,13223,Poor
26,23360,1841,1,3,5.56,5,34,2,74946,39.42,24,24057,18111,Poor
50,103160,8889,3,3,9.79,1,19,6,70178,80.64,24,25559,50559,Poor
37,106410,7972,3,2,23.7,5,1,3,14540,46.32,20,4020,15034,Standard
30,57022,4287,2,2,6.55,2,58,6,51222,14.06,26,719,55230,Poor
25,83768,7944,6,2,9.21,3,24,10,59097,77.77,6,9789,2329,Poor
32,106463,9032,6,1,7.34,2,22,15,78642,54.18,6,17096,98215,Poor
37,141449,11036,2,1,15.72,4,32,4,28351,83.02,4,29444,29437,Poor
22,62931,4527,2,2,19.55,1,17,8,63120,22.93,3,11421,93809,Poor
56,105449,8389,4,8,13.72,3,59,6,32780,20.57,22,27722,95030,Standard
38,146074,11976,1,5,8.31,1,46,15,56815,84.46,14,19540,98921,Poor
38,126940,10230,5,2,17.15,3,12,11,49015,85.81,27,2105,59904,Poor
31,136581,10450,5,5,16.74,2,38,11,52206,7.69,6,26510,43294,Standard
48,123664,9685,3,4,6.45,5,23,11,19010,75.16,4,315,42758,Poor
65,21428,2253,3,4,14.31,2,57,7,73615,10.96,10,19719,28810,Poor
54,48503,3251,5,5,19.33,5,4,13,57043,33.6,11,6492,26837,Standard
24,125214,10445,4,1,24.81,3,7,3,59347,20.4,11,19371,51181,Standard
36,95551,7005,3,1,17.87,4,0,14,37272,16.8,13,1212,70922,Standard
54,25127,1783,6,1,6.39,0,53,13,39452,29.72,25,11331,53473,Poor
26,92935,8330,3,8,17.25,3,19,14,64662,81.38,30,3978,50008,Poor
60,33466,1847,2,1,21.51,1,6,10,57105,25.37,3,6263,95910,Standard
44,126974,11430,5,1,23.68,0,16,1,14523,9.32,10,2458,35567,Standard
42,110167,9434,4,5,18.97,1,37,14,15715,16.37,28,4849,99701,Good
58,136365,12104,4,8,18.36,4,33,7,75744,48.01,16,9192,43193,Poor
51,49600,3321,3,5,19.23,2,35,7,26986,67.55,3,16207,8899,Poor
34,21720,2183,2,8,21.37,1,31,3,44623,23.78,19,24956,70159,Poor
53,132519,10684,3,8,18.11,4,6,4,28676,87.5,13,14825,82327,Standard
53,46610,4481,4,4,6.37,3,10,9,75660,63.35,5,15104,15047,Poor
28,51531,3327,4,3,10.34,3,42,14,46131,28.9,30,18032,12018,Poor
43,76554,5813,2,7,15.04,4,21,1,57847,29.53,4,1610,86016,Poor
45,115944,10562,4,4,10.88,3,11,8,69410,59.67,17,14207,15311,Poor
64,26536,2534,2,2,9.39,0,57,1,75396,28.96,3,17436,14242,Poor
38,49683,4947,5,7,12.84,0,14,8,64903,23.51,26,6670,46564,Poor
61,57747,5257,5,5,19.68,0,11,15,40019,81.73,23,7819,23312,Poor
41,109318,8251,2,3,11.64,3,9,0,62206,43.51,1,5816,35581,Poor
25,42377,3922,1,6,24.39,4,0,15,32441,47.53,2,26834,3279,Poor
57,109135,8689,2,3,20.1,0,6,9,43997,45.74,24,11494,72527,Standard
37,106954,8908,3,6,14.18,2,19,10,67873,74.71,28,28348,79085,Poor
51,34779,2450,6,1,7.96,3,54,7,18564,37.15,1,8007,76705,Poor
65,147571,12179,3,4,19.89,1,58,12,14146,91.89,29,20541,89971,Standard
55,137862,12356,4,3,10.31,5,22,10,51252,58.02,9,10135,25978,Poor
23,95958,8061,6,6,21.68,0,27,14,74273,92.13,26,11370,38802,Poor
28,147070,11272,4,3,14.33,1,33,9,73156,64.79,10,15952,38782,Poor
25,124829,10005,1,8,5.82,2,52,3,6972,48.95,1,14100,47170,Standard
63,129328,9778,1,5,7.75,2,50,4,11272,69.19,5,24020,26785,Standard
48,96706,8938,1,5,9.38,3,59,11,32601,78.05,21,12656,56386,Poor
46,146734,13078,1,5,23.4,4,19,5,73912,44.22,29,10567,76781,Poor
29,109564,9702,2,5,7.71,4,12,9,39976,12.7,19,20588,61444,Standard
55,44034,3438,4,2,7.77,3,44,10,66036,89.14,23,11716,62391,Poor
43,76055,6292,4,7,14.23,4,1,13,11590,73.03,20,29715,40634,Standard
36,96064,8053,3,3,17.42,4,56,9,7017,72.98,13,4126,53814,Standard
63,20780,1678,5,8,21.78,0,3,8,14031,35.01,4,26933,39086,Standard
57,83106,7339,3,1,7.43,4,43,1,26878,51.46,18,24262,65920,Poor
29,49300,4941,6,3,11.02,2,46,0,63564,61.13,7,3758,9800,Poor
21,40056,3574,1,2,9.94,0,30,0,66296,44.94,2,3991,40311,Poor
46,83402,6326,2,5,21.43,5,28,3,56669,18.16,1,6055,19571,Poor
63,51546,3644,5,4,14.52,2,18,3,77170,49.37,22,9017,52273,Poor
45,111442,9924,1,8,13.34,3,9,0,37148,46.14,19,12760,2444,Standard
58,59683,4042,6,8,5.85,2,8,14,60076,29.92,6,11722,66619,Standard
53,47627,3682,6,7,15.26,1,41,4,46119,64.03,19,11117,61225,Poor
29,56482,5313,6,5,23.47,0,58,15,49351,91.63,20,21593,24642,Poor
57,112864,10304,5,5,7.59,2,37,11,76610,60.57,13,2214,6888,Poor
22,131677,11473,2,4,6.93,0,31,15,42422,73.39,25,26494,97029,Poor
36,33819,3660,2,7,20.12,3,59,2,8116,60.07,4,1226,99295,Poor
25,77872,7052,3,1,23.47,2,6,14,49496,16.99,21,18801,73937,Standard
33,45653,3321,4,8,18.58,1,12,5,56893,78.25,26,25886,26204,Poor
26,96298,7073,6,2,9.07,1,57,0,47128,74.69,19,17910,10432,Poor
42,44288,4087,6,8,8.8,1,36,15,65647,36.69,20,29483,74229,Poor
29,125066,9559,4,7,17.51,0,36,2,16671,75.41,10,3306,16456,Standard
52,50221,3290,5,6,5.45,2,59,8,51173,68.29,3,28588,21691,Poor
39,29801,2577,5,4,22.06,4,32,9,52326,60.68,18,22856,15532,Poor
58,81732,7729,3,1,5.65,3,16,6,43848,84.92,2,4564,27769,Poor
56,127054,11089,3,1,9.71,0,51,1,45330,93.3,14,19600,97900,Poor
60,141813,10982,5,8,23.93,2,46,1,13639,8.2,17,7380,86240,Good
43,76559,6357,3,4,5.43,0,1,6,70016,59.73,13,22345,90600,Poor
22,92416,7688,1,7,20.31,5,8,13,55945,54.46,4,14350,16465,Poor
60,148782,13248,3,6,8.87,3,58,1,31217,25.88,19,329,30769,Standard
47,117973,10372,5,1,24.82,0,55,7,7455,11.9,5,14370,24670,Standard
39,25730,1787,3,4,24.96,1,38,12,62744,64.18,22,2516,11011,Poor
37,142994,12029,2,8,19.11,2,57,7,58135,69.18,12,25565,73273,Poor
39,133897,11496,2,5,11.38,4,32,3,7077,36.2,14,23117,82509,Standard
52,56671,3882,2,3,21.83,4,14,9,72478,23.97,12,23753,19607,Poor
23,148176,11829,6,8,18.0,3,60,3,2790,49.9,2,8857,37433,Poor
58,70354,5477,1,1,10.58,4,24,15,2470,82.65,13,14549,6821,Poor
35,46965,3689,2,7,15.65,5,19,1,70981,73.67,30,851,80788,Poor
42,140939,12440,3,4,20.15,2,46,13,56039,75.44,30,24098,99618,Poor
24,125827,9708,5,7,24.05,5,18,14,55552,56.53,19,25198,69014,Poor
37,41305,4408,4,8,19.91,1,8,0,36791,76.96,9,2802,33759,Poor
55,58774,4588,5,7,5.77,2,23,8,32835,75.42,26,25282,80691,Poor
21,36293,2652,5,6,21.72,1,28,14,2263,44.59,15,1212,48018,Poor
51,103590,9361,5,4,13.17,4,60,2,36234,85.73,18,10290,9394,Poor
49,43567,3158,3,5,22.38,1,14,5,19254,83.41,21,1624,31496,Poor
28,105799,7894,2,8,16.6,0,35,7,7970,90.65,9,8435,3112,Standard
64,130746,11651,3,1,17.01,2,6,2,66445,44.94,17,2537,32061,Standard
34,62701,5393,3,7,6.43,3,56,9,18753,7.22,20,25826,48223,Standard
